0102902000,Banayoyo,Mun
0102903000,Bantay,Mun
0102904000,Burgos,Mun
0102905000,Cabugao,Mun
0102906000,City of Candon,City
0102907000,Caoayan,Mun
0102908000,Cervantes,Mun
0102909000,Galimuyod,Mun
0102910000,Gregorio del Pilar,Mun
0102911000,Lidlidda,Mun
0102912000,Magsingal,Mun
0102913000,Nagbukel,Mun
0102914000,Narvacan,Mun
0102915000,Quirino,Mun
0102916000,Salcedo,Mun
0102917000,San Emilio,Mun
0102918000,San Esteban,Mun
0102919000,San Ildefonso,Mun
0102920000,San Juan,Mun
0102921000,San Vicente,Mun
0102922000,Santa,Mun
0102923000,Santa Catalina,Mun
0102924000,Santa Cruz,Mun
0102925000,Santa Lucia,Mun
0102926000,Santa Maria,Mun
0102927000,Santiago,Mun
0102928000,Santo Domingo,Mun
0102929000,Sigay,Mun
0102930000,Sinait,Mun
0102931000,Sugpon,Mun
0102932000,Suyo,Mun
0102933000,Tagudin,Mun
0102934000,City of Vigan ,City
0103301000,Agoo,Mun
0103302000,Aringay,Mun
0103303000,Bacnotan,Mun
0103304000,Bagulin,Mun
0103305000,Balaoan,Mun
0103306000,Bangar,Mun
0103307000,Bauang,Mun
0103308000,Burgos,Mun
0103309000,Caba,Mun
0103310000,Luna,Mun
0103311000,Naguilian,Mun
0103312000,Pugo,Mun
0103313000,Rosario,Mun
0103314000,City of San Fernando ,City
0103315000,San Gabriel,Mun
0103316000,San Juan,Mun
0103317000,Santo Tomas,Mun
0103318000,Santol,Mun
0103319000,Sudipen,Mun
0103320000,Tubao,Mun
0105501000,Agno,Mun
0105502000,Aguilar,Mun
0105503000,City of Alaminos,City
0105504000,Alcala,Mun
0105505000,Anda,Mun
0105506000,Asingan,Mun
0105507000,Balungao,Mun
0105508000,Bani,Mun
0105509000,Basista,Mun
0105510000,Bautista,Mun
0105511000,Bayambang,Mun
0105512000,Binalonan,Mun
0105513000,Binmaley,Mun
0105514000,Bolinao,Mun
0105515000,Bugallon,Mun
0105516000,Burgos,Mun
0105517000,Calasiao,Mun
0105518000,City of Dagupan,City
0105519000,Dasol,Mun
0105520000,Infanta,Mun
0105521000,Labrador,Mun
0105522000,Lingayen ,Mun
0105523000,Mabini,Mun
0105524000,Malasiqui,Mun
0105525000,Manaoag,Mun
0105526000,Mangaldan,Mun
0105527000,Mangatarem,Mun
0105528000,Mapandan,Mun
0105529000,Natividad,Mun
0105530000,Pozorrubio,Mun
0105531000,Rosales,Mun
0105532000,City of San Carlos,City
0105533000,San Fabian,Mun
0105534000,San Jacinto,Mun
0105535000,San Manuel,Mun
0105536000,San Nicolas,Mun
0105537000,San Quintin,Mun
0105538000,Santa Barbara,Mun
0105539000,Santa Maria,Mun
0105540000,Santo Tomas,Mun
0105541000,Sison,Mun
0105542000,Sual,Mun
0105543000,Tayug,Mun
0105544000,Umingan,Mun
0105545000,Urbiztondo,Mun
0105546000,City of Urdaneta,City
0105547000,Villasis,Mun
0105548000,Laoac,Mun
0200901000,Basco ,Mun
0200902000,Itbayat,Mun
0200903000,Ivana,Mun
0200904000,Mahatao,Mun
0200905000,Sabtang,Mun
0200906000,Uyugan,Mun
0201501000,Abulug,Mun
0201502000,Alcala,Mun
0201503000,Allacapan,Mun
0201504000,Amulung,Mun
0201505000,Aparri,Mun
0201506000,Baggao,Mun
0201507000,Ballesteros,Mun
0201508000,Buguey,Mun
0201509000,Calayan,Mun
0201510000,Camalaniugan,Mun
0201511000,Claveria,Mun
0201512000,Enrile,Mun
0201513000,Gattaran,Mun
0201514000,Gonzaga,Mun
0201515000,Iguig,Mun
0201516000,Lal-Lo,Mun
0201517000,Lasam,Mun
0201518000,Pamplona,Mun
0201519000,Peñablanca,Mun
0201520000,Piat,Mun
0201521000,Rizal,Mun
0201522000,Sanchez-Mira,Mun
0201523000,Santa Ana,Mun
0201524000,Santa Praxedes,Mun
0201525000,Santa Teresita,Mun
0201526000,Santo Niño,Mun
0201527000,Solana,Mun
0201528000,Tuao,Mun
0201529000,Tuguegarao City ,City
0203101000,Alicia,Mun
0203102000,Angadanan,Mun
0203103000,Aurora,Mun
0203104000,Benito Soliven,Mun
0203105000,Burgos,Mun
0203106000,Cabagan,Mun
0203107000,Cabatuan,Mun
0203108000,City of Cauayan,City
0203109000,Cordon,Mun
0203110000,Dinapigue,Mun
0203111000,Divilacan,Mun
0203112000,Echague,Mun
0203113000,Gamu,Mun
0203114000,City of Ilagan ,City
0203115000,Jones,Mun
0203116000,Luna,Mun
0203117000,Maconacon,Mun
0203118000,Delfin Albano,Mun
0203119000,Mallig,Mun
0203120000,Naguilian,Mun
0203121000,Palanan,Mun
0203122000,Quezon,Mun
0203123000,Quirino,Mun
0203124000,Ramon,Mun
0203125000,Reina Mercedes,Mun
0203126000,Roxas,Mun
0203127000,San Agustin,Mun
0203128000,San Guillermo,Mun
0203129000,San Isidro,Mun
0203130000,San Manuel,Mun
0203131000,San Mariano,Mun
0203132000,San Mateo,Mun
0203133000,San Pablo,Mun
0203134000,Santa Maria,Mun
0203135000,City of Santiago,City
0203136000,Santo Tomas,Mun
0203137000,Tumauini,Mun
0205001000,Ambaguio,Mun
0205002000,Aritao,Mun
0205003000,Bagabag,Mun
0205004000,Bambang,Mun
0205005000,Bayombong ,Mun
0205006000,Diadi,Mun
0205007000,Dupax del Norte,Mun
0205008000,Dupax del Sur,Mun
0205009000,Kasibu,Mun
0205010000,Kayapa,Mun
0205011000,Quezon,Mun
0205012000,Santa Fe,Mun
0205013000,Solano,Mun
0205014000,Villaverde,Mun
0205015000,Alfonso Castaneda,Mun
0205701000,Aglipay,Mun
0205702000,Cabarroguis ,Mun
0205703000,Diffun,Mun
0205704000,Maddela,Mun
0205705000,Saguday,Mun
0205706000,Nagtipunan,Mun
0300801000,Abucay,Mun
0300802000,Bagac,Mun
0300803000,City of Balanga ,City
0300804000,Dinalupihan,Mun
0300805000,Hermosa,Mun
0300806000,Limay,Mun
0300807000,Mariveles,Mun
0300808000,Morong,Mun
0300809000,Orani,Mun
0300810000,Orion,Mun
0300811000,Pilar,Mun
0300812000,Samal,Mun
0301401000,Angat,Mun
0301402000,Balagtas,Mun
0301403000,City of Baliwag,City
0301404000,Bocaue,Mun
0301405000,Bulacan,Mun
0301406000,Bustos,Mun
0301407000,Calumpit,Mun
0301408000,Guiguinto,Mun
0301409000,Hagonoy,Mun
0301410000,City of Malolos ,City
0301411000,Marilao,Mun
0301412000,City of Meycauayan,City
0301413000,Norzagaray,Mun
0301414000,Obando,Mun
0301415000,Pandi,Mun
0301416000,Paombong,Mun
0301417000,Plaridel,Mun
0301418000,Pulilan,Mun
0301419000,San Ildefonso,Mun
0301420000,City of San Jose Del Monte,City
0301421000,San Miguel,Mun
0301422000,San Rafael,Mun
0301423000,Santa Maria,Mun
0301424000,Doña Remedios Trinidad,Mun
0304901000,Aliaga,Mun
0304902000,Bongabon,Mun
0304903000,City of Cabanatuan,City
0304904000,Cabiao,Mun
0304905000,Carranglan,Mun
0304906000,Cuyapo,Mun
0304907000,Gabaldon,Mun
0304908000,City of Gapan,City
0304909000,General Mamerto Natividad,Mun
0304910000,General Tinio,Mun
0304911000,Guimba,Mun
0304912000,Jaen,Mun
0304913000,Laur,Mun
0304914000,Licab,Mun
0304915000,Llanera,Mun
0304916000,Lupao,Mun
0304917000,Science City of Muñoz,City
0304918000,Nampicuan,Mun
0304919000,City of Palayan ,City
0304920000,Pantabangan,Mun
0304921000,Peñaranda,Mun
0304922000,Quezon,Mun
0304923000,Rizal,Mun
0304924000,San Antonio,Mun
0304925000,San Isidro,Mun
0304926000,San Jose City,City
0304927000,San Leonardo,Mun
0304928000,Santa Rosa,Mun
0304929000,Santo Domingo,Mun
0304930000,Talavera,Mun
0304931000,Talugtug,Mun
0304932000,Zaragoza,Mun
0305402000,Apalit,Mun
0305403000,Arayat,Mun
0305404000,Bacolor,Mun
0305405000,Candaba,Mun
0305406000,Floridablanca,Mun
0305407000,Guagua,Mun
0305408000,Lubao,Mun
0305409000,Mabalacat City,City
0305410000,Macabebe,Mun
0305411000,Magalang,Mun
0305412000,Masantol,Mun
0305413000,Mexico,Mun
0305414000,Minalin,Mun
0305415000,Porac,Mun
0305416000,City of San Fernando ,City
0305417000,San Luis,Mun
0305418000,San Simon,Mun
0305419000,Santa Ana,Mun
0305420000,Santa Rita,Mun
0305421000,Sto. Tomas,Mun
0305422000,Sasmuan,Mun
0306901000,Anao,Mun
0306902000,Bamban,Mun
0306903000,Camiling,Mun
0306904000,Capas,Mun
0306905000,Concepcion,Mun
0306906000,Gerona,Mun
0306907000,La Paz,Mun
0306908000,Mayantoc,Mun
0306909000,Moncada,Mun
0306910000,Paniqui,Mun
0306911000,Pura,Mun
0306912000,Ramos,Mun
0306913000,San Clemente,Mun
0306914000,San Manuel,Mun
0306915000,Santa Ignacia,Mun
0306916000,City of Tarlac ,City
0306917000,Victoria,Mun
0306918000,San Jose,Mun
0307101000,Botolan,Mun
0307102000,Cabangan,Mun
0307103000,Candelaria,Mun
0307104000,Castillejos,Mun
0307105000,Iba ,Mun
0307106000,Masinloc,Mun
0307108000,Palauig,Mun
0307109000,San Antonio,Mun
0307110000,San Felipe,Mun
0307111000,San Marcelino,Mun
0307112000,San Narciso,Mun
0307113000,Santa Cruz,Mun
0307114000,Subic,Mun
0307701000,Baler ,Mun
0307702000,Casiguran,Mun
0307703000,Dilasag,Mun
0307704000,Dinalungan,Mun
0307705000,Dingalan,Mun
0307706000,Dipaculao,Mun
0307707000,Maria Aurora,Mun
0307708000,San Luis,Mun
0330100000,City of Angeles,City
0331400000,City of Olongapo,City
0401001000,Agoncillo,Mun
0401002000,Alitagtag,Mun
0401003000,Balayan,Mun
0401004000,Balete,Mun
0401005000,Batangas City ,City
0401006000,Bauan,Mun
0401007000,City of Calaca,City
0401008000,Calatagan,Mun
0401009000,Cuenca,Mun
0401010000,Ibaan,Mun
0401011000,Laurel,Mun
0401012000,Lemery,Mun
0401013000,Lian,Mun
0401014000,City of Lipa,City
0401015000,Lobo,Mun
0401016000,Mabini,Mun
0401017000,Malvar,Mun
0401018000,Mataasnakahoy,Mun
0401019000,Nasugbu,Mun
0401020000,Padre Garcia,Mun
0401021000,Rosario,Mun
0401022000,San Jose,Mun
0401023000,San Juan,Mun
0401024000,San Luis,Mun
0401025000,San Nicolas,Mun
0401026000,San Pascual,Mun
0401027000,Santa Teresita,Mun
0401028000,City of Sto. Tomas,City
0401029000,Taal,Mun
0401030000,Talisay,Mun
0401031000,City of Tanauan,City
0401032000,Taysan,Mun
0401033000,Tingloy,Mun
0401034000,Tuy,Mun
0402101000,Alfonso,Mun
0402102000,Amadeo,Mun
0402103000,City of Bacoor,City
0402104000,City of Carmona,City
0402105000,City of Cavite,City
0402106000,City of Dasmariñas,City
0402107000,General Emilio Aguinaldo,Mun
0402108000,City of General Trias,City
0402109000,City of Imus,City
0402110000,Indang,Mun
0402111000,Kawit,Mun
0402112000,Magallanes,Mun
0402113000,Maragondon,Mun
0402114000,Mendez,Mun
0402115000,Naic,Mun
0402116000,Noveleta,Mun
0402117000,Rosario,Mun
0402118000,Silang,Mun
0402119000,City of Tagaytay,City
0402120000,Tanza,Mun
0402121000,Ternate,Mun
0402122000,City of Trece Martires ,City
0402123000,Gen. Mariano Alvarez,Mun
0403401000,Alaminos,Mun
0403402000,Bay,Mun
0403403000,City of Biñan,City
0403404000,City of Cabuyao,City
0403405000,City of Calamba,City
0403406000,Calauan,Mun
0403407000,Cavinti,Mun
0403408000,Famy,Mun
0403409000,Kalayaan,Mun
0403410000,Liliw,Mun
0403411000,Los Baños,Mun
0403412000,Luisiana,Mun
0403413000,Lumban,Mun
0403414000,Mabitac,Mun
0403415000,Magdalena,Mun
0403416000,Majayjay,Mun
0403417000,Nagcarlan,Mun
0403418000,Paete,Mun
0403419000,Pagsanjan,Mun
0403420000,Pakil,Mun
0403421000,Pangil,Mun
0403422000,Pila,Mun
0403423000,Rizal,Mun
0403424000,City of San Pablo,City
0403425000,City of San Pedro,City
0403426000,Santa Cruz ,Mun
0403427000,Santa Maria,Mun
0403428000,City of Santa Rosa,City
0403429000,Siniloan,Mun
0403430000,Victoria,Mun
0405601000,Agdangan,Mun
0405602000,Alabat,Mun
0405603000,Atimonan,Mun
0405605000,Buenavista,Mun
0405606000,Burdeos,Mun
0405607000,Calauag,Mun
0405608000,Candelaria,Mun
0405610000,Catanauan,Mun
0405615000,Dolores,Mun
0405616000,General Luna,Mun
0405617000,General Nakar,Mun
0405618000,Guinayangan,Mun
0405619000,Gumaca,Mun
0405620000,Infanta,Mun
0405621000,Jomalig,Mun
0405622000,Lopez,Mun
0405623000,Lucban,Mun
0405625000,Macalelon,Mun
0405627000,Mauban,Mun
0405628000,Mulanay,Mun
0405629000,Padre Burgos,Mun
0405630000,Pagbilao,Mun
0405631000,Panukulan,Mun
0405632000,Patnanungan,Mun
0405633000,Perez,Mun
0405634000,Pitogo,Mun
0405635000,Plaridel,Mun
0405636000,Polillo,Mun
0405637000,Quezon,Mun
0405638000,Real,Mun
0405639000,Sampaloc,Mun
0405640000,San Andres,Mun
0405641000,San Antonio,Mun
0405642000,San Francisco,Mun
0405644000,San Narciso,Mun
0405645000,Sariaya,Mun
0405646000,Tagkawayan,Mun
0405647000,City of Tayabas,City
0405648000,Tiaong,Mun
0405649000,Unisan,Mun
0405801000,Angono,Mun
0405802000,City of Antipolo ,City
0405803000,Baras,Mun
0405804000,Binangonan,Mun
0405805000,Cainta,Mun
0405806000,Cardona,Mun
0405807000,Jala-Jala,Mun
0405808000,Rodriguez,Mun
0405809000,Morong,Mun
0405810000,Pililla,Mun
0405811000,San Mateo,Mun
0405812000,Tanay,Mun
0405813000,Taytay,Mun
0405814000,Teresa,Mun
0431200000,City of Lucena ,City
1704001000,Boac ,Mun
1704002000,Buenavista,Mun
1704003000,Gasan,Mun
1704004000,Mogpog,Mun
1704005000,Santa Cruz,Mun
1704006000,Torrijos,Mun
1705101000,Abra De Ilog,Mun
1705102000,Calintaan,Mun
1705103000,Looc,Mun
1705104000,Lubang,Mun
1705105000,Magsaysay,Mun
1705106000,Mamburao ,Mun
1705107000,Paluan,Mun
1705108000,Rizal,Mun
1705109000,Sablayan,Mun
1705110000,San Jose,Mun
1705111000,Santa Cruz,Mun
1705201000,Baco,Mun
1705202000,Bansud,Mun
1705203000,Bongabong,Mun
1705204000,Bulalacao,Mun
1705205000,City of Calapan ,City
1705206000,Gloria,Mun
1705207000,Mansalay,Mun
1705208000,Naujan,Mun
1705209000,Pinamalayan,Mun
1705210000,Pola,Mun
1705211000,Puerto Galera,Mun
1705212000,Roxas,Mun
1705213000,San Teodoro,Mun
1705214000,Socorro,Mun
1705215000,Victoria,Mun
1705301000,Aborlan,Mun
1705302000,Agutaya,Mun
1705303000,Araceli,Mun
1705304000,Balabac,Mun
1705305000,Bataraza,Mun
1705306000,Brooke's Point,Mun
1705307000,Busuanga,Mun
1705308000,Cagayancillo,Mun
1705309000,Coron,Mun
1705310000,Cuyo,Mun
1705311000,Dumaran,Mun
1705312000,El Nido,Mun
1705313000,Linapacan,Mun
1705314000,Magsaysay,Mun
1705315000,Narra,Mun
1705317000,Quezon,Mun
1705318000,Roxas,Mun
1705319000,San Vicente,Mun
1705320000,Taytay,Mun
1705321000,Kalayaan,Mun
1705322000,Culion,Mun
1705323000,Rizal,Mun
1705324000,Sofronio Española,Mun
1705901000,Alcantara,Mun
1705902000,Banton,Mun
1705903000,Cajidiocan,Mun
1705904000,Calatrava,Mun
1705905000,Concepcion,Mun
1705906000,Corcuera,Mun
1705907000,Looc,Mun
1705908000,Magdiwang,Mun
1705909000,Odiongan,Mun
1705910000,Romblon ,Mun
1705911000,San Agustin,Mun
1705912000,San Andres,Mun
1705913000,San Fernando,Mun
1705914000,San Jose,Mun
1705915000,Santa Fe,Mun
1705916000,Ferrol,Mun
1705917000,Santa Maria,Mun
1731500000,City of Puerto Princesa ,City
0500501000,Bacacay,Mun
0500502000,Camalig,Mun
0500503000,Daraga,Mun
0500504000,Guinobatan,Mun
0500505000,Jovellar,Mun
0500506000,City of Legazpi ,City
0500507000,Libon,Mun
0500508000,City of Ligao,City
0500509000,Malilipot,Mun
0500510000,Malinao,Mun
0500511000,Manito,Mun
0500512000,Oas,Mun
0500513000,Pio Duran,Mun
0500514000,Polangui,Mun
0500515000,Rapu-Rapu,Mun
0500516000,Santo Domingo,Mun
0500517000,City of Tabaco,City
0500518000,Tiwi,Mun
0501601000,Basud,Mun
0501602000,Capalonga,Mun
0501603000,Daet ,Mun
0501604000,San Lorenzo Ruiz,Mun
0501605000,Jose Panganiban,Mun
0501606000,Labo,Mun
0501607000,Mercedes,Mun
0501608000,Paracale,Mun
0501609000,San Vicente,Mun
0501610000,Santa Elena,Mun
0501611000,Talisay,Mun
0501612000,Vinzons,Mun
0501701000,Baao,Mun
0501702000,Balatan,Mun
0501703000,Bato,Mun
0501704000,Bombon,Mun
0501705000,Buhi,Mun
0501706000,Bula,Mun
0501707000,Cabusao,Mun
0501708000,Calabanga,Mun
0501709000,Camaligan,Mun
0501710000,Canaman,Mun
0501711000,Caramoan,Mun
0501712000,Del Gallego,Mun
0501713000,Gainza,Mun
0501714000,Garchitorena,Mun
0501715000,Goa,Mun
0501716000,City of Iriga,City
0501717000,Lagonoy,Mun
0501718000,Libmanan,Mun
0501719000,Lupi,Mun
0501720000,Magarao,Mun
0501721000,Milaor,Mun
0501722000,Minalabac,Mun
0501723000,Nabua,Mun
0501724000,City of Naga,City
0501725000,Ocampo,Mun
0501726000,Pamplona,Mun
0501727000,Pasacao,Mun
0501728000,Pili ,Mun
0501729000,Presentacion,Mun
0501730000,Ragay,Mun
0501731000,Sagñay,Mun
0501732000,San Fernando,Mun
0501733000,San Jose,Mun
0501734000,Sipocot,Mun
0501735000,Siruma,Mun
0501736000,Tigaon,Mun
0501737000,Tinambac,Mun
0502001000,Bagamanoc,Mun
0502002000,Baras,Mun
0502003000,Bato,Mun
0502004000,Caramoran,Mun
0502005000,Gigmoto,Mun
0502006000,Pandan,Mun
0502007000,Panganiban,Mun
0502008000,San Andres,Mun
0502009000,San Miguel,Mun
0502010000,Viga,Mun
0502011000,Virac ,Mun
0504101000,Aroroy,Mun
0504102000,Baleno,Mun
0504103000,Balud,Mun
0504104000,Batuan,Mun
0504105000,Cataingan,Mun
0504106000,Cawayan,Mun
0504107000,Claveria,Mun
0504108000,Dimasalang,Mun
0504109000,Esperanza,Mun
0504110000,Mandaon,Mun
0504111000,City of Masbate ,City
0504112000,Milagros,Mun
0504113000,Mobo,Mun
0504114000,Monreal,Mun
0504115000,Palanas,Mun
0504116000,Pio V. Corpus,Mun
0504117000,Placer,Mun
0504118000,San Fernando,Mun
0504119000,San Jacinto,Mun
0504120000,San Pascual,Mun
0504121000,Uson,Mun
0506202000,Barcelona,Mun
0506203000,Bulan,Mun
0506204000,Bulusan,Mun
0506205000,Casiguran,Mun
0506206000,Castilla,Mun
0506207000,Donsol,Mun
0506208000,Gubat,Mun
0506209000,Irosin,Mun
0506210000,Juban,Mun
0506211000,Magallanes,Mun
0506212000,Matnog,Mun
0506213000,Pilar,Mun
0506214000,Prieto Diaz,Mun
0506215000,Santa Magdalena,Mun
0506216000,City of Sorsogon ,City
0600401000,Altavas,Mun
0600402000,Balete,Mun
0600403000,Banga,Mun
0600404000,Batan,Mun
0600405000,Buruanga,Mun
0600406000,Ibajay,Mun
0600407000,Kalibo ,Mun
0600408000,Lezo,Mun
0600409000,Libacao,Mun
0600410000,Madalag,Mun
0600411000,Makato,Mun
0600412000,Malay,Mun
0600413000,Malinao,Mun
0600414000,Nabas,Mun
0600415000,New Washington,Mun
0600416000,Numancia,Mun
0600417000,Tangalan,Mun
0600601000,Anini-Y,Mun
0600602000,Barbaza,Mun
0600603000,Belison,Mun
0600604000,Bugasong,Mun
0600605000,Caluya,Mun
0600606000,Culasi,Mun
0600607000,Tobias Fornier,Mun
0600608000,Hamtic,Mun
0600609000,Laua-An,Mun
0600610000,Libertad,Mun
0600611000,Pandan,Mun
0600612000,Patnongon,Mun
0600613000,San Jose ,Mun
0600614000,San Remigio,Mun
0600615000,Sebaste,Mun
0600616000,Sibalom,Mun
0600617000,Tibiao,Mun
0600618000,Valderrama,Mun
0601901000,Cuartero,Mun
0601902000,Dao,Mun
0601903000,Dumalag,Mun
0601904000,Dumarao,Mun
0601905000,Ivisan,Mun
0601906000,Jamindan,Mun
0601907000,Ma-Ayon,Mun
0601908000,Mambusao,Mun
0601909000,Panay,Mun
0601910000,Panitan,Mun
0601911000,Pilar,Mun
0601912000,Pontevedra,Mun
0601913000,President Roxas,Mun
0601914000,City of Roxas ,City
0601915000,Sapi-An,Mun
0601916000,Sigma,Mun
0601917000,Tapaz,Mun
0603001000,Ajuy,Mun
0603002000,Alimodian,Mun
0603003000,Anilao,Mun
0603004000,Badiangan,Mun
0603005000,Balasan,Mun
0603006000,Banate,Mun
0603007000,Barotac Nuevo,Mun
0603008000,Barotac Viejo,Mun
0603009000,Batad,Mun
0603010000,Bingawan,Mun
0603012000,Cabatuan,Mun
0603013000,Calinog,Mun
0603014000,Carles,Mun
0603015000,Concepcion,Mun
0603016000,Dingle,Mun
0603017000,Dueñas,Mun
0603018000,Dumangas,Mun
0603019000,Estancia,Mun
0603020000,Guimbal,Mun
0603021000,Igbaras,Mun
0603023000,Janiuay,Mun
0603025000,Lambunao,Mun
0603026000,Leganes,Mun
0603027000,Lemery,Mun
0603028000,Leon,Mun
0603029000,Maasin,Mun
0603030000,Miagao,Mun
0603031000,Mina,Mun
0603032000,New Lucena,Mun
0603034000,Oton,Mun
0603035000,City of Passi,City
0603036000,Pavia,Mun
0603037000,Pototan,Mun
0603038000,San Dionisio,Mun
0603039000,San Enrique,Mun
0603040000,San Joaquin,Mun
0603041000,San Miguel,Mun
0603042000,San Rafael,Mun
0603043000,Santa Barbara,Mun
0603044000,Sara,Mun
0603045000,Tigbauan,Mun
0603046000,Tubungan,Mun
0603047000,Zarraga,Mun
0607901000,Buenavista,Mun
0607902000,Jordan ,Mun
0607903000,Nueva Valencia,Mun
0607904000,San Lorenzo,Mun
0607905000,Sibunag,Mun
0631000000,City of Iloilo ,City
1804502000,City of Bago,City
1804503000,Binalbagan,Mun
1804504000,City of Cadiz,City
1804505000,Calatrava,Mun
1804506000,Candoni,Mun
1804507000,Cauayan,Mun
1804508000,Enrique B. Magalona,Mun
1804509000,City of Escalante,City
1804510000,City of Himamaylan,City
1804511000,Hinigaran,Mun
1804512000,Hinoba-an,Mun
1804513000,Ilog,Mun
1804514000,Isabela,Mun
1804515000,City of Kabankalan,City
1804516000,City of La Carlota,City
1804517000,La Castellana,Mun
1804518000,Manapla,Mun
1804519000,Moises Padilla,Mun
1804520000,Murcia,Mun
1804521000,Pontevedra,Mun
1804522000,Pulupandan,Mun
1804523000,City of Sagay,City
1804524000,City of San Carlos,City
1804525000,San Enrique,Mun
1804526000,City of Silay,City
1804527000,City of Sipalay,City
1804528000,City of Talisay,City
1804529000,Toboso,Mun
1804530000,Valladolid,Mun
1804531000,City of Victorias,City
1804532000,Salvador Benedicto,Mun
1804601000,Amlan,Mun
1804602000,Ayungon,Mun
1804603000,Bacong,Mun
1804604000,City of Bais,City
1804605000,Basay,Mun
1804606000,City of Bayawan,City
1804607000,Bindoy,Mun
1804608000,City of Canlaon,City
1804609000,Dauin,Mun
1804610000,City of Dumaguete ,City
1804611000,City of Guihulngan,City
1804612000,Jimalalud,Mun
1804613000,La Libertad,Mun
1804614000,Mabinay,Mun
1804615000,Manjuyod,Mun
1804616000,Pamplona,Mun
1804617000,San Jose,Mun
1804618000,Santa Catalina,Mun
1804619000,Siaton,Mun
1804620000,Sibulan,Mun
1804621000,City of Tanjay,City
1804622000,Tayasan,Mun
1804623000,Valencia,Mun
1804624000,Vallehermoso,Mun
